,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Salario
1706,1707,15788483,Kerr,719.0,Spain,Male,38,0,,1,1,0,0,260457.0
1707,1708,15732832,Jideofor,707.0,France,Female,0,5,,2,1,0,0,285773.0
1708,1709,15772892,Robertson,699.0,France,Female,49,2,,1,0,0,0,157826.0
1709,1710,15713843,Kao,850.0,Spain,Male,30,2,,2,0,1,0,266497.0
1710,1711,15567993,Palmer,828.0,Spain,Male,28,8,134766.85,1,1,0,0,211265.0
1711,1712,15617603,Mackay,850.0,Germany,Male,30,5,123210.56,2,1,1,0,281272.0
1712,1713,15744983,Burgmann,712.0,Spain,Male,47,1,139887.01,1,1,1,0,196396.0
1713,1714,15630419,Davis,634.0,France,Male,0,9,149961.11,1,1,0,0,310030.0
1714,1715,15738828,Milano,,Germany,Male,0,6,152880.97,1,0,0,0,236084.0
1715,1716,15778025,Dellucci,685.0,Germany,Male,43,9,108589.47,2,0,1,0,214727.0
1716,1717,15799479,Coles,809.0,Spain,Male,33,9,,1,1,1,0,208538.0
1717,1718,15684269,Gray,707.0,Spain,Female,35,3,56674.48,1,1,0,1,300355.0
1718,1719,15762745,Macvitie,,Spain,Male,32,8,,1,1,0,0,208501.0
1719,1720,15746970,Townsend,760.0,Spain,Female,57,1,,2,1,1,0,311077.0
1720,1721,15725024,Pope,805.0,Germany,Female,33,3,105663.56,2,0,1,0,262364.0
1721,1722,15592116,Jensen,585.0,France,Female,39,7,,2,1,0,0,170403.0
1722,1723,15624391,Thomson,595.0,Spain,Female,30,5,100683.54,1,1,1,0,251584.0
1723,1724,15567422,Chiazagomekpele,630.0,France,Male,42,6,,2,1,0,0,252785.0
1724,1725,15612627,Ozuluonye,627.0,Germany,Male,29,5,139541.58,2,1,0,0,168531.0
1725,1726,15574879,Wright,631.0,Germany,Female,37,2,121801.72,2,0,1,0,250567.0
1726,1727,15745107,Lung,776.0,Germany,Male,38,5,112281.7,1,0,1,0,281271.0
1727,1728,15734491,Lombardo,676.0,Spain,Female,36,4,,2,1,1,0,314971.0
1728,1729,15675320,Leonard,758.0,Spain,Female,40,5,93499.82,2,0,0,0,312451.0
1729,1730,15643824,Johnston,637.0,France,Male,0,0,132255.99,2,0,1,0,387485.0
1730,1731,15643438,P'eng,850.0,France,Male,20,7,,2,1,0,0,250124.0
1731,1732,15721730,Amechi,601.0,Spain,Female,44,4,,2,1,0,0,281940.0
1732,1733,15680727,Fang,735.0,France,Male,49,5,121973.28,1,1,0,0,215225.0
1733,1734,15752508,Docherty,614.0,Germany,Male,32,7,99462.8,2,1,1,0,358453.0
1734,1735,15808846,Horton,672.0,Germany,Female,21,3,165878.76,2,1,1,0,198852.0
1735,1736,15727251,Vincent,642.0,France,Male,0,8,117494.27,1,0,0,0,355866.0
1736,1737,15663489,Onio,,Germany,Female,29,0,138577.34,1,1,0,0,348487.0
1737,1738,15683677,Schiavone,769.0,Spain,Male,39,9,,1,1,1,0,204951.0
1738,1739,15596414,Chandler,796.0,Spain,Male,41,8,107525.07,1,1,0,0,2000000.0
1739,1740,15730639,Fiorentino,715.0,France,Male,23,7,139224.92,2,1,0,0,276357.0
1740,1741,15672132,Butusov,695.0,France,Female,42,7,121453.63,1,0,0,0,226397.0
1741,1742,15742638,Wang,747.0,France,Female,25,4,,2,0,1,0,242280.0
1742,1743,15578603,Alexeieva,584.0,Germany,Female,0,1,77354.37,1,0,0,1,265358.0
1743,1744,15726088,Vinogradova,476.0,France,Male,40,6,,1,1,1,0,270831.0
1744,1745,15682533,Hughes,850.0,France,Female,39,7,79259.99,1,0,1,0,336022.0
1745,1746,15772995,Ts'ao,529.0,France,Male,30,2,116295.29,1,1,0,0,282942.0
1746,1747,15765694,Bage,,Spain,Female,59,1,,1,0,1,1,205815.0
1747,1748,15659486,Yudina,586.0,Germany,Male,34,9,74309.81,1,1,0,0,292856.0
1748,1749,15568963,Naquin,674.0,Germany,Male,34,2,152797.9,1,1,0,1,149582.0
1749,1750,15703820,Endrizzi,552.0,France,Male,42,9,133701.07,2,1,0,1,227857.0
1750,1751,15569410,Tang,601.0,Germany,Female,33,7,114430.18,2,1,1,0,233394.0
1751,1752,15632256,Schroeder,541.0,France,Male,29,7,127504.57,1,0,0,0,287950.0
1752,1753,15724466,Swearingen,744.0,Germany,Female,41,2,84113.41,1,1,0,0,351930.0
1753,1754,15777639,McGregor,595.0,Spain,Female,23,10,101126.66,2,0,0,0,262610.0
1754,1755,15802501,Onyeorulu,724.0,Germany,Male,33,5,103564.83,2,1,0,0,229308.0
1755,1756,15778410,Clarke,533.0,Spain,Female,52,7,,1,0,1,1,209932.0
1756,1757,15670702,Smith,618.0,France,Male,37,2,168178.21,2,0,1,0,298114.0
1757,1758,15704763,Kozlova,523.0,Germany,Female,39,1,143903.11,1,1,1,1,238885.0
1758,1759,15645544,Nekrasov,642.0,Germany,Female,30,5,129753.69,1,1,0,0,221151.0
1759,1760,15757646,Olague,584.0,France,Male,0,9,,2,1,0,0,304799.0
1760,1761,15701121,Holt,521.0,France,Male,38,5,110641.18,1,0,1,1,317336.0
1761,1762,15796313,Olsen,,France,Female,36,4,166909.2,2,1,0,1,194917.0
1762,1763,15815660,Mazzi,758.0,France,Female,34,1,154139.45,1,1,1,0,164021.0
1763,1764,15602844,Niu,717.0,France,Male,38,7,97459.06,1,0,0,0,244467.0
1764,1765,15636238,Graham,611.0,France,Male,40,1,,2,1,1,0,184515.0
1765,1766,15770101,Millar,,Germany,Male,43,6,112088.04,2,1,1,0,176646.0
1766,1767,15645543,Bell,636.0,France,Female,34,3,,2,1,1,0,190242.0
1767,1768,15596397,Kelly,814.0,France,Female,48,7,,2,1,1,0,310277.0
1768,1769,15770525,T'an,760.0,Spain,Male,28,1,141038.57,2,0,0,0,287494.0
1769,1770,15684267,Davila,607.0,Germany,Male,39,2,84468.67,2,1,1,0,391421.0
1770,1771,15689980,Willis,725.0,Spain,Female,0,4,118520.26,1,0,0,1,213171.0
1771,1772,15633260,Dumetochukwu,600.0,France,Male,37,1,142663.46,1,0,1,0,326570.0
1772,1773,15756471,Giles,656.0,Germany,Male,27,4,118627.16,2,1,1,0,278475.0
1773,1774,15721303,O'Meara,640.0,Spain,Male,34,1,137523.02,1,0,0,0,218092.0
1774,1775,15802256,Yao,439.0,France,Male,28,7,110976.23,2,1,0,0,241655.0
1775,1776,15725664,Wallace,549.0,France,Female,38,8,107283.4,1,0,0,0,217819.0
1776,1777,15674851,T'ien,622.0,France,Male,0,5,,2,0,0,0,264970.0
1777,1778,15701946,Ndubueze,715.0,France,Male,0,4,124314.45,1,0,0,0,306836.0
1778,1779,15748947,Chukwuraenye,657.0,France,Female,41,5,95858.37,1,1,1,0,228894.0
1779,1780,15673342,K'ung,703.0,France,Male,36,2,,2,1,0,0,298881.0
1780,1781,15601008,Stevenson,802.0,France,Male,33,8,,2,1,0,0,323199.0
1781,1782,15771636,Marshall,793.0,Spain,Female,36,0,,1,0,0,0,336006.0
1782,1783,15642002,Hayward,554.0,France,Female,35,6,117707.18,2,0,0,1,182634.0
1783,1784,15693381,Tipton,533.0,Spain,Male,38,1,135289.33,2,0,1,0,247264.0
1784,1785,15607691,Gibson,658.0,France,Male,36,8,174060.46,1,1,1,0,290890.0
1785,1786,15589380,Fraser,713.0,Germany,Male,40,3,114446.84,2,1,1,0,187592.0
1786,1787,15603846,Fang,,Spain,Male,37,2,,2,1,0,1,174776.0
1787,1788,15753549,Dubinina,669.0,France,Male,25,1,157848.53,1,0,0,1,248571.0
1788,1789,15725355,Morey,439.0,France,Female,43,8,,1,0,1,0,226340.0
1789,1790,15773017,Todd,763.0,Spain,Female,0,6,,2,1,1,0,240179.0
1790,1791,15625641,Forbes,697.0,Germany,Female,74,3,108071.36,2,1,1,0,222983.0
1791,1792,15776467,De Salis,702.0,Spain,Female,35,8,14262.8,2,1,0,0,374307.0
1792,1793,15746451,Barry,686.0,Spain,Male,41,7,102749.72,1,0,1,0,223541.0
1793,1794,15777922,Afamefuna,629.0,Spain,Male,36,1,161757.87,2,1,1,0,283770.0
1794,1795,15606841,Ibbott,823.0,France,Male,38,1,,2,1,0,0,279915.0
1795,1796,15757648,Marshall,683.0,Germany,Female,35,5,95698.79,1,0,1,0,152966.0
1796,1797,15677173,Law,555.0,France,Male,37,9,124969.13,1,1,0,0,334407.0
1797,1798,15764170,Pinto,647.0,Germany,Male,44,4,93960.35,1,1,0,1,286080.0
1798,1799,15610446,Chinedum,714.0,France,Female,51,4,88308.87,3,0,0,1,259117.0
1799,1800,15612776,McKay,850.0,Spain,Female,39,10,,2,1,1,0,310904.0
1800,1801,15794122,Otutodilinna,713.0,France,Female,59,3,,2,1,1,0,247342.0
1801,1802,15774931,She,452.0,France,Male,30,7,112935.87,1,1,1,0,300811.0
1802,1803,15779247,Pai,683.0,Spain,Female,24,8,98567.1,1,1,0,0,142188.0
1803,1804,15707078,Kruglov,577.0,France,Female,0,1,180530.51,1,0,0,0,297107.0
1804,1805,15605263,Chin,552.0,France,Male,33,5,140931.57,1,0,1,0,260651.0
1805,1806,15607381,King,769.0,Germany,Female,31,7,148913.72,2,1,0,0,261550.0
1806,1807,15683471,Hansen,691.0,France,Male,38,7,,2,0,0,0,201650.0
1807,1808,15605037,Ting,818.0,France,Female,49,2,,1,0,1,1,237505.0
1808,1809,15576085,Stone,,France,Male,41,5,,2,0,0,0,235821.0
1809,1810,15770435,McLean,639.0,France,Female,0,6,115335.32,2,1,1,0,184579.0
1810,1811,15592994,Zikoranachidimma,651.0,France,Female,65,0,,2,1,1,0,270696.0
1811,1812,15624068,Fu,779.0,France,Female,26,0,,2,0,1,0,340564.0
1812,1813,15595221,Trevisano,850.0,Germany,Female,33,7,134678.13,1,1,0,0,168351.0
1813,1814,15637131,Fallaci,829.0,France,Male,38,9,,2,1,0,0,278284.0
1814,1815,15613471,Wiley,579.0,Germany,Male,31,2,90547.48,2,1,1,0,225911.0
1815,1816,15583499,Chiagoziem,510.0,France,Male,32,9,103324.78,1,1,1,0,219270.0
1816,1817,15752816,Murray,531.0,France,Male,29,3,114590.58,1,0,0,0,254390.0
1817,1818,15804075,Chuang,628.0,Germany,Female,36,3,91286.51,1,1,0,0,255262.0
1818,1819,15800517,Huang,633.0,Spain,Male,32,5,163340.12,2,1,1,0,260711.0
1819,1820,15712319,Chukwukere,714.0,Spain,Male,45,8,150900.29,2,0,1,0,185054.0
1820,1821,15797389,Hsia,,Spain,Male,0,9,124577.33,1,1,1,0,312772.0
1821,1822,15621432,Lee,630.0,Spain,Male,35,1,,2,0,0,0,254757.0
1822,1823,15779390,Theus,850.0,Spain,Female,0,4,91292.7,1,1,1,0,284241.0
1823,1824,15711219,Jennings,788.0,Germany,Female,0,8,93716.72,1,1,1,1,319942.0
1824,1825,15770498,Parker,798.0,France,Female,37,4,111723.08,1,1,1,0,139606.0
1825,1826,15678727,Tan,770.0,Germany,Male,45,4,110765.68,1,1,0,1,286348.0
1826,1827,15573893,Barry,569.0,Germany,Male,25,9,173459.45,2,1,1,0,240648.0
1827,1828,15740104,Tuan,425.0,Spain,Female,22,7,169649.73,2,0,1,1,308686.0
1828,1829,15792649,Patterson,547.0,Spain,Female,31,9,,2,0,0,0,204005.0
1829,1830,15605275,Ofodile,725.0,Germany,Male,45,8,116917.07,1,0,0,1,303882.0
1830,1831,15572467,Chandler,506.0,France,Male,37,5,,2,1,1,0,189416.0
1831,1832,15738219,Nash,632.0,France,Female,0,7,,2,1,1,0,273222.0
1832,1833,15600710,Atkinson,620.0,France,Male,22,0,,1,1,0,0,266438.0
1833,1834,15804394,Brenan,663.0,Germany,Male,32,8,130627.66,1,1,0,1,241152.0
1834,1835,15694188,Obidimkpa,700.0,Spain,Female,0,5,56580.95,2,0,1,0,190735.0
1835,1836,15583718,Terry,696.0,Germany,Male,0,6,142316.14,1,1,1,0,228886.0
1836,1837,15802478,Spring,767.0,Spain,Male,31,6,,2,1,1,0,303165.0
1837,1838,15619343,Mahmood,561.0,France,Male,56,7,152759.0,2,1,0,1,335653.0
1838,1839,15758813,Campbell,350.0,Germany,Male,0,0,109733.2,2,0,0,1,362475.0
1839,1840,15761374,Bellucci,,France,Male,54,9,117444.51,1,1,1,0,280386.0
1840,1841,15569209,Amaechi,464.0,Spain,Female,34,5,76001.57,1,1,1,0,2000000.0
1841,1842,15788539,Foxall,,France,Female,34,3,107747.57,1,1,0,0,275908.0
1842,1843,15747222,Bentley,745.0,Spain,Female,0,8,,2,1,1,0,361000.0
1843,1844,15769346,Baird,587.0,France,Female,36,1,134997.49,2,1,0,0,280031.0
1844,1845,15699634,Howard,667.0,France,Female,48,2,,2,1,1,0,255105.0
1845,1846,15589076,Henry,737.0,France,Male,36,9,,1,0,1,1,234257.0
1846,1847,15812338,Sopuluchukwu,485.0,Spain,Female,30,7,,1,1,0,0,240901.0
1847,1848,15758845,Rocher,,Spain,Female,37,0,64345.21,1,0,1,1,272312.0
1848,1849,15685844,White,518.0,Germany,Female,35,8,141665.63,1,0,1,0,206875.0
1849,1850,15583090,Komar,581.0,Spain,Female,29,8,,2,1,0,0,214063.0
1850,1851,15587581,Russo,785.0,Germany,Female,33,5,136624.6,2,1,1,0,246420.0
1851,1852,15633640,Loewenthal,799.0,France,Female,52,4,161209.66,1,1,1,0,224100.0
1852,1853,15573741,Aliyeva,698.0,Spain,Male,38,10,95010.92,1,1,1,0,284395.0
1853,1854,15633574,Montes,730.0,France,Female,41,4,167545.32,1,1,0,0,2000000.0
1854,1855,15711455,Kuo,740.0,Germany,Female,36,4,109044.6,1,0,0,1,265188.0
1855,1856,15570601,Cheng,785.0,France,Female,47,9,122031.55,1,1,1,1,278264.0
1856,1857,15690925,McIntosh,,Spain,Female,29,2,27755.97,1,1,0,1,256853.0
1857,1858,15709338,T'ao,544.0,France,Female,29,1,118560.55,1,1,1,0,31996.0
1858,1859,15780746,Tyndall,705.0,France,Male,61,4,,2,1,1,0,199719.0
1859,1860,15681956,Bailey,684.0,France,Male,34,9,,2,1,1,0,290770.0
1860,1861,15778190,Onyekaozulu,639.0,Spain,Female,28,8,97840.72,1,1,1,0,201849.0
1861,1862,15786852,Nwachukwu,565.0,Germany,Female,38,2,158651.29,2,1,1,0,2000000.0
1862,1863,15726494,Romani,481.0,France,Male,44,9,175303.06,1,1,0,1,302518.0
1863,1864,15641183,Chin,731.0,Spain,Male,25,8,96950.21,1,1,0,0,234822.0
1864,1865,15805312,Bellucci,607.0,France,Male,45,7,123859.6,1,0,1,0,216128.0
1865,1866,15636572,Christmas,760.0,France,Female,32,7,,2,1,1,0,250642.0
1866,1867,15632575,Moore,559.0,France,Female,70,9,,1,1,1,0,247559.0
1867,1868,15740164,Genovesi,,France,Female,33,3,85227.84,1,1,1,0,286150.0
1868,1869,15574947,Cartwright,656.0,France,Male,0,8,97786.08,2,0,1,0,115452.0
1869,1870,15597909,Johnstone,652.0,Germany,Male,33,7,128135.99,1,1,0,0,207874.0
1870,1871,15782574,Warner,624.0,Spain,Male,33,6,,2,0,0,0,191867.0
1871,1872,15734999,Stephenson,634.0,Spain,Male,36,2,85996.19,1,1,0,0,105261.0
1872,1873,15706593,Ellis,,Spain,Female,0,10,,2,1,1,0,221633.0
1873,1874,15766686,Nebechi,,Germany,Female,39,1,104502.11,1,1,0,0,163848.0
1874,1875,15590268,Chu,529.0,Spain,Male,35,5,95772.97,1,1,1,0,227806.0
1875,1876,15763055,Onuchukwu,572.0,Spain,Male,31,5,98108.79,1,0,1,0,222027.0
1876,1877,15664754,Steele,640.0,Germany,Male,0,9,131607.28,4,0,1,1,276164.0
1877,1878,15643630,Quaife,,Spain,Male,55,9,63127.41,2,1,0,1,235703.0
1878,1879,15641043,Scott,648.0,Spain,Male,35,7,,2,1,1,0,152813.0
1879,1880,15768095,Yeh,579.0,France,Male,31,9,,1,0,1,0,270020.0
1880,1881,15811314,Y?,589.0,Germany,Female,36,9,140355.56,2,1,0,0,389259.0
1881,1882,15669922,Conti,530.0,Spain,Female,0,2,,2,1,1,0,311919.0
1882,1883,15707114,Holder,831.0,France,Male,30,2,,2,0,1,0,289153.0
1883,1884,15670602,Burgess,790.0,Germany,Male,24,7,107418.27,1,0,1,0,238850.0
1884,1885,15713479,Ozuluonye,656.0,France,Male,0,6,,2,1,0,0,221858.0
1885,1886,15663830,De Luca,563.0,Spain,Male,32,6,,2,1,1,0,217868.0
1886,1887,15566958,Li Fonti,667.0,Spain,Male,39,7,167557.12,1,1,1,0,263930.0
1887,1888,15680918,Freeman,613.0,Spain,Male,34,8,117300.02,1,1,0,0,184762.0
1888,1889,15663921,Pisani,429.0,France,Male,60,7,,2,1,1,0,262763.0
1889,1890,15716324,Ignatieff,665.0,France,Female,23,9,143672.9,1,1,1,0,211924.0
1890,1891,15796969,Lahti,731.0,France,Male,33,4,,2,1,1,0,151490.0
1891,1892,15574783,Perkins,584.0,France,Female,37,1,,2,1,1,0,211113.0
1892,1893,15773487,Conway,634.0,Germany,Female,31,8,76798.92,1,0,0,0,322047.0
1893,1894,15802486,Hayes,488.0,France,Male,34,3,,2,1,1,0,258048.0
1894,1895,15783398,Rizzo,535.0,Spain,Female,49,7,115309.75,1,1,0,0,45784.0
1895,1896,15649418,Krylov,776.0,France,Female,29,7,178171.04,2,1,1,0,211350.0
1896,1897,15604588,Li Fonti,850.0,Spain,Female,38,3,,2,0,1,0,302037.0
1897,1898,15735428,Talbot,673.0,Spain,Female,37,0,,2,0,0,0,232931.0
1898,1899,15629078,Matthias,850.0,Germany,Female,45,5,127258.79,1,1,1,1,280214.0
1899,1900,15806880,Boyle,627.0,Spain,Female,30,6,,1,1,1,0,227357.0
1900,1901,15754999,Ch'eng,570.0,France,Female,33,8,,1,1,1,0,260669.0
1901,1902,15781034,Mason,796.0,Spain,Male,67,5,,2,0,1,0,252120.0
1902,1903,15622017,Bruno,773.0,Spain,Female,33,10,,1,1,1,0,212945.0
1903,1904,15705885,Smeaton,752.0,Spain,Male,36,2,,2,1,1,0,282956.0
1904,1905,15677382,Miller,625.0,Spain,Female,69,1,107569.96,1,1,1,0,338170.0
1905,1906,15566843,Gotch,535.0,Germany,Male,20,9,134874.4,1,1,1,0,272211.0
1906,1907,15608387,Fu,786.0,France,Female,29,4,,2,1,0,0,256069.0
1907,1908,15810786,O'Toole,620.0,France,Female,0,3,,2,1,1,0,201599.0
1908,1909,15626983,Ledford,605.0,Spain,Female,48,6,,2,1,1,0,304047.0
1909,1910,15773605,Iadanza,670.0,Spain,Female,32,3,,2,1,0,0,220699.0
1910,1911,15811261,Alaniz,617.0,Spain,Male,42,0,70105.87,1,1,1,0,282336.0
1911,1912,15590606,Saunders,595.0,France,Male,0,9,,2,1,0,0,293896.0
1912,1913,15576644,Lin,687.0,Germany,Female,29,4,78939.15,1,1,0,1,306882.0
1913,1914,15750264,Pinto,757.0,Germany,Male,30,6,105128.85,2,1,1,0,307953.0
1914,1915,15741554,Streeter,,Spain,Male,31,2,113836.27,1,1,1,0,305873.0
1915,1916,15769051,Shaw,503.0,Spain,Male,25,7,,1,0,1,0,177844.0
1916,1917,15812198,Chen,543.0,Germany,Male,48,1,100900.5,1,0,0,1,200684.0
1917,1918,15699772,Barclay,428.0,Germany,Female,40,3,129248.11,2,1,0,1,171159.0
1918,1919,15744105,Kodilinyechukwu,768.0,France,Female,28,3,109118.05,2,0,1,0,167285.0
1919,1920,15739858,Otitodilichukwu,,France,Male,56,7,,1,1,1,1,337812.0
1920,1921,15723720,McKenzie,591.0,France,Female,31,7,,2,0,1,0,193389.0
1921,1922,15638355,Woods,658.0,France,Female,35,5,126397.66,1,0,0,1,185303.0
1922,1923,15805637,Hsing,625.0,France,Male,36,9,108546.16,3,1,0,1,246877.0
1923,1924,15629575,Wheare,717.0,France,Male,36,2,148061.89,1,1,0,1,207189.0
1924,1925,15586243,Yobachi,667.0,France,Male,44,8,122277.87,1,1,1,0,380173.0
1925,1926,15757931,Fang,804.0,France,Male,24,3,,2,1,0,0,234365.0
1926,1927,15716023,Pearson,693.0,France,Male,31,1,,2,0,1,0,275692.0
1927,1928,15647782,Brown,729.0,Germany,Male,36,8,152899.24,2,1,0,0,205205.0
1928,1929,15716609,L?,484.0,Germany,Male,54,3,134388.11,1,0,0,1,154506.0
1929,1930,15623791,Padovesi,632.0,Spain,Female,0,3,109740.62,1,1,0,0,208182.0
1930,1931,15627262,Soto,536.0,Germany,Male,23,6,92366.72,2,1,0,0,208799.0
1931,1932,15652693,Greco,573.0,France,Female,26,4,129109.02,1,0,0,1,208396.0
1932,1933,15586993,Giordano,655.0,Spain,Female,56,5,,2,1,1,0,158070.0
1933,1934,15815560,Bogle,666.0,Germany,Male,74,7,105102.5,1,1,1,0,257916.0
1934,1935,15584930,Grimmett,726.0,Germany,Male,30,5,111375.32,2,1,0,0,230721.0
1935,1936,15799031,Ayers,523.0,France,Male,39,3,,2,1,0,0,161414.0
1936,1937,15810457,Miller,728.0,Germany,Female,33,9,150412.14,2,1,0,0,256202.0
1937,1938,15697879,Webb,701.0,France,Male,0,3,156660.72,2,1,0,0,293927.0
1938,1939,15594902,Lombardi,518.0,France,Male,38,3,90957.81,1,0,1,0,318972.0
1939,1940,15799710,Wei,739.0,France,Male,37,7,104960.46,1,0,1,0,110898.0
1940,1941,15659651,Ross,531.0,Germany,Female,31,7,117052.82,1,1,0,1,208056.0
1941,1942,15645956,Jideofor,452.0,Spain,Male,0,3,88915.85,1,1,0,0,171256.0
1942,1943,15651713,King,684.0,France,Male,45,6,148071.39,1,1,0,0,212575.0
1943,1944,15737265,Nwokeocha,728.0,Germany,Male,39,6,152182.83,1,0,0,0,329947.0
1944,1945,15687310,Humphries,783.0,Spain,Male,39,9,,2,1,0,0,208268.0
1945,1946,15607347,Olisaemeka,734.0,France,Male,22,5,130056.23,1,0,0,1,222770.0
1946,1947,15698321,Yobanna,,Germany,Male,34,3,95039.73,2,1,1,0,202410.0
1947,1948,15657812,Ch'iu,688.0,France,Male,52,1,,2,1,1,0,343598.0
1948,1949,15569187,Fleming,680.0,Spain,Male,35,9,,2,0,0,0,117830.0
1949,1950,15681562,Trevisan,516.0,France,Female,43,2,112773.73,2,1,1,0,218093.0
1950,1951,15615456,Aleksandrova,680.0,France,Female,37,10,123806.28,1,1,0,1,200309.0
1951,1952,15589793,Onwuamaeze,604.0,France,Male,53,8,144453.75,1,1,0,1,151105.0
1952,1953,15781884,Knox,624.0,Germany,Male,27,9,94667.29,2,0,1,0,313479.0
1953,1954,15675190,Chia,,France,Male,21,10,,2,0,1,0,146393.0
1954,1955,15600734,Townsend,624.0,Spain,Male,51,5,174397.21,2,1,1,0,223667.0
1955,1956,15779176,Dike,565.0,Germany,Female,58,3,108888.24,3,0,1,1,245562.0
1956,1957,15605286,Moyes,,France,Male,55,4,118803.35,2,1,1,1,206904.0
1957,1958,15674922,Beavers,710.0,France,Male,54,6,171137.62,1,1,1,1,150352.0
1958,1959,15737506,Tretiakova,645.0,France,Male,42,6,,1,0,0,0,240414.0
1959,1960,15780514,Fuller,,France,Male,0,8,136678.52,1,1,0,0,206277.0
1960,1961,15623647,Dellucci,655.0,Spain,Female,36,1,135515.76,1,1,0,0,296596.0
1961,1962,15668472,Ritchie,705.0,Spain,Female,24,5,177799.83,2,0,0,0,279772.0
1962,1963,15692416,Aikenhead,358.0,Spain,Female,52,8,143542.36,3,1,0,1,361907.0
1963,1964,15771139,Douglas,578.0,Germany,Male,34,8,147487.23,2,1,0,0,256415.0
1964,1965,15738318,Kung,800.0,France,Female,40,5,97764.41,1,1,0,1,283978.0
1965,1966,15772243,MacDonald,,France,Female,33,9,,1,0,0,1,229448.0
1966,1967,15638463,Okwudilichukwu,681.0,Germany,Female,48,8,139480.18,1,1,1,0,348533.0
1967,1968,15598088,Ni,559.0,Spain,Male,25,5,,2,1,1,0,250681.0
1968,1969,15693468,Simmons,488.0,Spain,Female,39,9,140553.46,1,0,0,0,244192.0
1969,1970,15671930,H?,,France,Female,36,5,,2,1,1,0,281179.0
1970,1971,15762268,Hancock,666.0,France,Female,41,10,141162.08,1,1,0,0,212998.0
1971,1972,15780954,Cran,582.0,Spain,Male,26,4,65848.36,2,1,0,0,221357.0
1972,1973,15700174,McKay,733.0,Spain,Female,30,0,83319.28,1,0,0,0,281138.0
1973,1974,15635728,P'an,693.0,France,Male,41,4,,2,0,0,0,2000000.0
1974,1975,15679283,Parkhill,694.0,France,Female,33,4,129731.64,2,1,0,0,284428.0
1975,1976,15591386,Golubova,622.0,France,Female,35,5,,2,1,0,0,245479.0
1976,1977,15694192,Nwankwo,598.0,Spain,Female,38,6,,2,0,0,0,265643.0
1977,1978,15585901,Johnson,717.0,Spain,Male,35,1,,3,0,0,1,305325.0
1978,1979,15792329,Mao,494.0,Germany,Male,37,5,107106.33,2,1,0,0,187175.0
1979,1980,15635597,Echezonachukwu,644.0,France,Male,33,8,,2,1,1,0,250170.0
1980,1981,15775880,McElyea,554.0,France,Female,30,9,,2,1,1,0,82654.0
1981,1982,15630913,Rosas,476.0,Spain,Female,0,1,105303.73,1,0,1,0,292662.0
1982,1983,15756680,Phillips,667.0,France,Male,28,6,165798.1,1,1,0,0,205082.0
1983,1984,15587913,Palerma,748.0,Spain,Female,40,4,,2,1,0,0,206609.0
1984,1985,15737605,Morris,531.0,Spain,Female,45,1,126495.57,2,1,1,0,243080.0
1985,1986,15627876,Pavlova,719.0,Spain,Female,47,9,116393.59,1,1,0,1,285695.0
1986,1987,15772601,Lu,845.0,Germany,Female,0,2,81733.74,2,0,0,0,387646.0
1987,1988,15758606,Yamamoto,738.0,France,Male,54,4,,1,0,1,1,160774.0
1988,1989,15657107,Angelo,563.0,Spain,Female,46,8,106171.68,1,1,0,1,201234.0
1989,1990,15622454,Zaitsev,695.0,Spain,Male,28,0,96020.86,1,1,1,0,263242.0
1990,1991,15775803,Cawker,841.0,Spain,Male,41,1,,2,0,1,0,208296.0
1991,1992,15570859,Froggatt,626.0,Germany,Male,36,2,181671.16,2,1,1,0,298165.0
1992,1993,15748381,Gorbunov,613.0,France,Female,29,6,185709.28,2,1,1,0,240440.0
1993,1994,15787189,Tai,824.0,Germany,Male,60,8,134250.17,3,0,0,1,301005.0
1994,1995,15666055,Rowe,705.0,France,Female,49,7,,1,1,0,1,235799.0
1995,1996,15617648,Mikkelsen,584.0,France,Female,44,5,95671.75,2,1,1,0,281427.0
1996,1997,15755678,Kovalyov,534.0,France,Male,62,2,,2,0,0,1,195045.0
1997,1998,15624781,Mbanefo,672.0,France,Female,34,1,142151.75,2,1,1,0,361512.0
1998,1999,15779497,Ts'ai,603.0,France,Male,43,5,127823.93,1,1,1,0,152342.0
1999,2000,15567399,Enderby,633.0,Germany,Male,43,3,144164.29,1,1,1,0,209386.0
2000,2001,15613656,Lombardi,842.0,France,Male,58,1,63492.94,1,1,1,0,168403.0
2001,2002,15734311,Hamilton,661.0,France,Female,27,3,,2,1,1,0,296116.0
2002,2003,15657214,Hsia,601.0,France,Male,74,2,,2,0,1,0,281124.0
2003,2004,15799350,Mao,632.0,France,Male,41,0,106134.46,1,0,1,0,180032.0
2004,2005,15729970,Ugochukwu,684.0,Germany,Male,29,8,127269.75,1,0,1,0,307435.0
2005,2006,15725835,West,785.0,Germany,Female,32,3,124493.03,2,0,1,1,209917.0
2006,2007,15745543,Hughes,687.0,France,Male,39,7,,2,1,0,0,272365.0
2007,2008,15727384,Chukwuemeka,705.0,Germany,Female,43,10,146547.78,1,0,1,1,285869.0
2008,2009,15666916,Lira,639.0,France,Male,43,6,99610.92,2,1,0,0,236008.0
2009,2010,15732917,Li,729.0,Germany,Male,46,5,117837.43,1,1,0,1,302416.0
